Torneo,Tipo_Torneo,Nombre,Nacionalidad,0_Pokémon,0_Objeto,0_Habilidad,0_Teratipo,0_Mov1,0_Mov2,0_Mov3,0_Mov4,1_Pokémon,1_Objeto,1_Habilidad,1_Teratipo,1_Mov1,1_Mov2,1_Mov3,1_Mov4,2_Pokémon,2_Objeto,2_Habilidad,2_Teratipo,2_Mov1,2_Mov2,2_Mov3,2_Mov4,3_Pokémon,3_Objeto,3_Habilidad,3_Teratipo,3_Mov1,3_Mov2,3_Mov3,3_Mov4,4_Pokémon,4_Objeto,4_Habilidad,4_Teratipo,4_Mov1,4_Mov2,4_Mov3,4_Mov4,5_Pokémon,5_Objeto,5_Habilidad,5_Teratipo,5_Mov1,5_Mov2,5_Mov3,5_Mov4,Ronda_1,Resultado_1,Ronda_2,Resultado_2,Ronda_3,Resultado_3,Ronda_4,Resultado_4,Ronda_5,Resultado_5,Ronda_6,Resultado_6,Ronda_7,Resultado_7,Ronda_8,Resultado_8,Ronda_9,Resultado_9,Ronda_10,Resultado_10,Ronda_11,Resultado_11,Ronda_12,Resultado_12,Ronda_13,Resultado_13,Ronda_14,Resultado_14,Ronda_15,Resultado_15,Ronda_16,Resultado_16,Ronda_17,Resultado_17,Enfrentamientos,Equipo,Wins,Losses
special-utrecht,Oficial,Wouter Boender,NL,Amoonguss, Rocky Helmet,Regenerator,Fire,Pollen Puff,Spore,Rage Powder,Protect,Thundurus, Covert Cloak,Prankster,Dark,Electric Terrain,Wildbolt Storm,Eerie Impulse,Scary Face,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Urshifu, Focus Sash,Unseen Fist,Ghost,Detect,Wicked Blow,Close Combat,Sucker Punch,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Protect,Rising Voltage,Thunderclap,Dragon Pulse,Incineroar, Sitrus Berry,Intimidate,Ghost,Fake Out,Flare Blitz,Knock Off,Taunt,Tommaso Benedetti ,Loss,Nick Theunis ,Loss,Gauthier Clanet ,Loss,Tom De Meer ,Loss,Tara Altena ,Win,Marc van de Ven ,Loss,Niels de Jong ,Win,Sem van Beelen ,Win,Jeroen Zwaan ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/220,https://pokepast.es/c53b1024afa19c6e,4,5
special-utrecht,Oficial,Graham Oxley,UK,Raging Bolt,Booster Energy,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Thunderclap,Electroweb,Landorus, Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Urshifu, Focus Sash,Unseen Fist,Ghost,Detect,Close Combat,Sucker Punch,Wicked Blow,Metagross, Choice Band,Clear Body,Water,Heavy Slam,Psychic Fangs,Tera Blast,Bullet Punch,Amin Sulzer ,Win,Camilo Liberona ,Loss,Joan Wenceslao Piñol Sánchez ,Loss,Richard Taylor ,Loss,Thomas Schultz ,Loss,Antonio Filippone ,Win,Daniel Pioppi ,Loss,Mattia Ducale ,Win,BOUCLY Axel ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/92,https://pokepast.es/ac6b37e9480561d0,4,5
special-utrecht,Oficial,Philipp Gohmann,DE,Incineroar, Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Thunderbolt,Draco Meteor,Snarl,Victor Jimenez Coll ,Win,Matteo Simonetti ,Win,Robbie Van der Raaf ,Win,Yvar Vlieger ,Loss,Mike Reiziger ,Loss,Sjoerd De Nooijer ,Loss,Sam Plassgård ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/292,https://pokepast.es/bc75cfbec57e2a76,3,4
special-utrecht,Oficial,Marco Zoso,IT,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Porygon2, Eviolite,Download,Poison,Tera Blast,Ice Beam,Recover,Trick Room,Amoonguss, Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Protect,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot,Roaring Moon, Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Dragon Dance,Protect,Gholdengo, Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Hippolyte Bernard ,Win,Jamin Kauf ,Loss,Ruari Cameron ,Win,Jack Marshall ,Win,iris de wal ,Loss,Oliver Gausden ,Loss,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/116,https://pokepast.es/1cbe9fd650a68964,3,3
special-utrecht,Oficial,Bram Storteler,NL,Basculegion, Clear Amulet,Swift Swim,Water,Last Respects,Aqua Jet,Wave Crash,Protect,Pelipper,Damp Rock,Drizzle,Water,Hurricane,Weather Ball,Wide Guard,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Protect,,,,,,,,,Chi-Yu, Choice Specs,Beads of Ruin,Water,Heat Wave,Dark Pulse,Snarl,Tera Blast,Amoonguss, Rocky Helmet,Regenerator,Grass,Spore,Rage Powder,Pollen Puff,Protect,Robbin van den Eijnde ,Win,Riccardo Minardi ,Win,Akram Hamdi ,Loss,Aleksandra Ćwikiel ,Loss,Oliver Marek ,Loss,Dennis Janssen ,Win,Aitzol Robles ,Loss,Giorgio Ciantelli ,Loss,Daniel Anselm ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/98,https://pokepast.es/4399834736ae5d39,3,6
special-utrecht,Oficial,Sergio Pascual Pino,ES,Urshifu,Black Glasses,Unseen Fist,Poison,Wicked Blow,Sucker Punch,Close Combat,Detect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Protect,Icy Wind,Moonblast,Incineroar, Safety Goggles,Intimidate,Ghost,Fake Out,Knock Off,Flare Blitz,Parting Shot,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Electroweb,Draco Meteor,Snarl,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Substitute,Protect,Sludge Bomb,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Jeffrey van Rossum ,Win,Wesley Do ,Win,Aurélien Soula ,Loss,Alessandro Avino ,Loss,Riccardo Minardi ,Loss,Andrea Robustelli ,Loss,Wesley Meijer ,Win,Robin Kracht ,Loss,Jordan Jourdan ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/270,https://pokepast.es/fa2dd19a83d5f50a,3,6
special-utrecht,Oficial,Daniel Pastor Fernández,ES,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Roaring Moon, Booster Energy,Protosynthesis,Flying,Protect,Acrobatics,Knock Off,Dragon Dance,Amoonguss, Rocky Helmet,Regenerator,Water,Protect,Rage Powder,Spore,Pollen Puff,Incineroar, Sitrus Berry,Intimidate,Ghost,Parting Shot,Throat Chop,Fake Out,Flare Blitz,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Thunderclap,Draco Meteor,Alejandro Iglesias ,Win,Nikolai Kügler ,Loss,Geonwoo Myung ,Win,Quilliano van Hal ,Win,Kylian Duquesne ,Loss,Giulio Tarlao ,Loss,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/300,https://pokepast.es/cb1a8db4f37d3e81,3,3
special-utrecht,Oficial,Ryosuke Kondo,AU,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Incineroar, Iapapa Berry,Intimidate,Ghost,Flare Blitz,Parting Shot,Fake Out,Snarl,Tornadus, Sitrus Berry,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Gholdengo,Metal Coat,Good as Gold,Fairy,Make It Rain,Dazzling Gleam,Nasty Plot,Protect,Gabriele Manunta ,Win,Rafa Serrano ,Win,Audric David ,Loss,Quincent Groen ,Win,Alessandro Avino ,Loss,Juan Núñez Moreno ,Loss,James Scoot ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/342,https://pokepast.es/4781fc52c29f4dc4,3,4
special-utrecht,Oficial,Tom Ratsma,NL,Amoonguss, Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Rage Powder,Protect,Kingambit, Assault Vest,Defiant,Fairy,Kowtow Cleave,Sucker Punch,Iron Head,Low Kick,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Horn Leech,Ivy Cudgel,Follow Me,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Grass,Breaking Swipe,Heat Crash,Howl,Burning Bulwark,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Marius Twardowski ,Win,Joan Poyato Barberá ,Loss,Max van Westrop ,Win,Oscar Princivalle ,Loss,Niels de Jonge ,Win,Jamin Kauf ,Loss,,,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/19,https://pokepast.es/8cc271e6823f65eb,3,3
special-utrecht,Oficial,Nick Schrott,DE,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Swords Dance,Sucker Punch,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,High Horsepower,Grassy Glide,Fake Out,Farigiraf, Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Protect,Trick Room,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Burning Bulwark,Howl,sali resuli ,Win,Francesco Pio Pero ,Loss,William Masson ,Win,Vu Nguyen ,Loss,Camilo Liberona ,Win,Jordan Guy ,Loss,Rhys Johnson ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/11,https://pokepast.es/22a5d92bffb01ae4,3,4
special-utrecht,Oficial,Aline Kleinschnitz,DE,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Overheat,Snarl,Dark Pulse,Heat Wave,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect,Glimmora, Power Herb,Toxic Debris,Grass,Meteor Beam,Earth Power,Sludge Bomb,Spiky Shield,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Sam Bentham ,Loss,Alessandro Gulino ,Win,Lukas Gwiasda ,Win,Asra Stone ,Loss,Giulio Tarlao ,Loss,Adam Benzoubir ,Win,Andrea Fiorini ,Loss,Pedro Sánchez ,Loss,Jan Junker ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/443,https://pokepast.es/ad9fc09db41a011f,3,6
special-utrecht,Oficial,Peter Blokker,NL,Articuno-Galar, Safety Goggles,Competitive,Ground,Freezing Glare,Trick Room,Tera Blast,Protect,Magmar, Eviolite,Flame Body,Grass,Flamethrower,Taunt,Follow Me,Protect,Kommo-o, Leftovers,Overcoat,Steel,Iron Head,Protect,Body Press,Iron Defense,Ting-Lu, Assault Vest,Vessel of Ruin,Fairy,Heavy Slam,Stomping Tantrum,Tera Blast,Throat Chop,Flutter Mane, Focus Sash,Protosynthesis,Stellar,Moonblast,Icy Wind,Protect,Shadow Ball,Amoonguss, Rocky Helmet,Regenerator,Water,Pollen Puff,Protect,Rage Powder,Spore,Gabriele Karol Lopez ,Win,Jorge Alfonso Garcia ,Win,Livio Sandberg ,Loss,Alex DellaPasqua ,Loss,Helmy BEN MESSAOUD ,Win,Alberto Russo ,Loss,Timo van der Vliet ,Loss,Nick van Ginneken ,Loss,Elias Hein ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/388,https://pokepast.es/d8394ad2776d098d,3,6
special-utrecht,Oficial,Julius Neier,DE,Tornadus, Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Protect,Taunt,Dragonite, Assault Vest,Inner Focus,Steel,Extreme Speed,Stomping Tantrum,Iron Head,Aerial Ace,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sacred Sword,Throat Chop,Protect,Entei, Life Orb,Inner Focus,Grass,Extreme Speed,Sacred Fire,Protect,Stomping Tantrum,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Power Gem,Xavier Albanell Margarit ,Win,Giulio Tarlao ,Loss,Sander Tiggelman ,Win,Rahim Farzan ,Loss,Adam Benzoubir ,Win,Baris “BillaVGC” Akcos ,Loss,Clara Casé ,Loss,Andrea Robustelli ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/413,https://pokepast.es/391694ff304fdbb8,3,5
special-utrecht,Oficial,Roberto Ceglia,IT,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Grimmsnarl, Light Clay,Prankster,Ghost,Thunder Wave,Spirit Break,Light Screen,Parting Shot,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderbolt,Dragon Pulse,Calm Mind,Protect,Entei, Sitrus Berry,Inner Focus,Grass,Sacred Fire,Stomping Tantrum,Snarl,Protect,Rillaboom, Assault Vest,Grassy Surge,Grass,Fake Out,Grassy Glide,High Horsepower,U-turn,Emir Abdulovski ,Loss,Tara Altena ,Win,David Perez ,Loss,Clara Casé ,Win,Ragner Meinen ,Win,Asra Stone ,Loss,Jesús Montero ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/376,https://pokepast.es/6139e3049387687a,3,4
special-utrecht,Oficial,Niels de Jonge,NL,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield,Chien-Pao, Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Incineroar, Sitrus Berry,Intimidate,Water,Flare Blitz,U-turn,Parting Shot,Fake Out,Raging Bolt,Assault Vest,Protosynthesis,Fairy,- Thunderclap,Thunderbolt,Tera Blast,Dragon Pulse,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Dara Vos ,Win,Armand Lefebvre ,Loss,Oliver Marek ,Win,Oliver Gausden ,Loss,Tom Ratsma ,Loss,Maxime Mastromatteo ,Win,Ciske Slothouber ,Loss,Iván González Rosa ,Loss,Andrea Maiellaro ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/398,https://pokepast.es/d3437769d046b3bf,3,6
special-utrecht,Oficial,David Perez,ES,Dondozo, Rocky Helmet,Unaware,Grass,Wave Crash,Order Up,Earthquake,Protect,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl,Glimmora, Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Mortal Spin,Spiky Shield,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Protect,Taunt,Tatsugiri-Droopy, Choice Scarf,Commander,Steel,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk,Urshifu, Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Detect,Yoel Ramirez Pulido ,Loss,Tibo Van der Auwera ,Win,Roberto Ceglia ,Win,Joan Garcia ,Loss,Max Waterman ,Loss,Nick Theunis ,Win,Tinashe Jones ,Loss,Fernando Risoto ,Loss,Manuel Schwab ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/219,https://pokepast.es/7e4a9969a54fb5b2,3,6
special-utrecht,Oficial,Sam Tabner,UK,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Protect,Icy Wind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Follow Me,Spiky Shield,Horn Leech,Ivy Cudgel,Glimmora, Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Snarl,Overheat,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus, Rocky Helmet,Prankster,Steel,Bleakwind Storm,Sunny Day,Protect,Tailwind,Vicente Palau Lopez ,Win,Pierre Coste ,Loss,Scott Servante ,Win,Leonardo Beninato ,Loss,Rick Jongerden ,Loss,Jip Snoek ,Win,Nikolai Kügler ,Loss,Florian Harloff ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/60,https://pokepast.es/98aa866fd3712856,3,5
special-utrecht,Oficial,James Lane,MT,Gholdengo,Metal Coat,Good as Gold,Dragon,Protect,Nasty Plot,Make It Rain,Shadow Ball,Porygon2, Eviolite,Download,Poison,Recover,Trick Room,Tera Blast,Ice Beam,Amoonguss, Rocky Helmet,Regenerator,Fairy,Protect,Rage Powder,Spore,Pollen Puff,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,Detect,Aqua Jet,Close Combat,Surging Strikes,Landorus, Life Orb,Sheer Force,Poison,Protect,Substitute,Earth Power,Sludge Bomb,Incineroar, Safety Goggles,Intimidate,Ghost,Parting Shot,Fake Out,Flare Blitz,Knock Off,David Barker ,Win,Emir Abdulovski ,Loss,Julian Ganser ,Win,Kusha Kanani ,Loss,Amelius van Etten ,Loss,Daniele Bianchi ,Win,Szymon Wojdat ,Loss,Diego Mirandi ,Loss,Francisco Garví ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/407,https://pokepast.es/3e5630ad42d9c0cf,3,6
special-utrecht,Oficial,Tim Votteler,DE,Raging Bolt,Assault Vest,Protosynthesis,Electric,Draco Meteor,Thunderclap,Thunderbolt,Snarl,Incineroar, Wiki Berry,Intimidate,Grass,Flare Blitz,Will-O-Wisp,Fake Out,Parting Shot,Roaring Moon, Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Protect,Dragon Dance,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Amoonguss, Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Rage Powder,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Victor Alvarado ,Win,Florian Temme ,Win,Fernando Risoto ,Loss,Paul Ender ,Loss,Kayleigh Westerweele ,Win,Matteo Ferrari ,Loss,Ruari Cameron ,Loss,Pascal Legband ,Loss,Matteo Simonetti ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/638,https://pokepast.es/fc5c6559798fc822,3,6
special-utrecht,Oficial,Tjardo Neis,NL,Farigiraf, Sitrus Berry,Armor Tail,Fairy,Hyper Voice,Dazzling Gleam,Imprison,Trick Room,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Heatran, Life Orb,Flash Fire,Bug,Flamethrower,Flash Cannon,Earth Power,Protect,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Landorus-Therian, Choice Scarf,Intimidate,Flying,Rock Slide,Stomping Tantrum,U-turn,Tera Blast,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Thunderbolt,Sergio Sanchez ,Win,Joseph Martin ,Loss,Marco Klinger ,Loss,Kim Kruizinga ,Win,Quincent Groen ,Loss,Noah Ebink ,Win,Mateus De Moura Pimentel ,Loss,,,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/626,https://pokepast.es/78b7d450cf2539d0,3,4
special-utrecht,Oficial,Benjamin Thanner,DE,Tornadus, Covert Cloak,Prankster,Steel,Rain Dance,Taunt,Tailwind,Bleakwind Storm,Landorus, Life Orb,Sheer Force,Poison,Sandsear Storm,Sludge Bomb,Substitute,Protect,Indeedee-F, Sitrus Berry,Psychic Surge,Grass,Imprison,Psychic,Follow Me,Trick Room,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Protect,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Water,Surging Strikes,U-turn,Close Combat,Aqua Jet,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Rafael Sadowski ,Loss,Dara Vos ,Win,Mark Cotter ,Loss,Joris Bongers ,Loss,Michele Trevisan ,Loss,Pedro Sánchez ,Loss,Naomi Nesselaar ,Loss,Thomas Visscher ,Win,Leon Böhnlein ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/154,https://pokepast.es/e37d3dc95d65e0f0,3,6
special-utrecht,Oficial,Francesco Chirico,IT,Chi-Yu, Choice Specs,Beads of Ruin,Ghost,Dark Pulse,Overheat,Heat Wave,Snarl,Glimmora, Power Herb,Toxic Debris,Grass,Spiky Shield,Meteor Beam,Earth Power,Sludge Bomb,Tornadus, Rocky Helmet,Prankster,Steel,Tailwind,Bleakwind Storm,Protect,Sunny Day,Urshifu, Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Flutter Mane, Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Protect,Icy Wind,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,- Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Peter McGuinness ,Win,Hugo Aguirre ,Win,Joseph Russell ,Win,Emilio Dominguez ,Loss,Robbie Van der Raaf ,Loss,Malte Rogoll ,Loss,Elias Schüller ,Loss,Stefan Gleibs ,Loss,Chuck Yin Sin ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/225,https://pokepast.es/e8fb37e8cb62dcb8,3,6
special-utrecht,Oficial,Alessandro Finotto,IT,Landorus, Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Incineroar, Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Parting Shot,Knock Off,Urshifu-Rapid-Strike, Choice Scarf,Unseen Fist,Steel,Surging Strikes,Close Combat,Ice Spinner,U-turn,Chien-Pao, Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,Rillaboom, Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,U-turn,Raging Bolt,Leftovers,Protosynthesis,Fairy,- Thunderclap,Dragon Pulse,Calm Mind,Protect,Fran Martínez Pérez ,Win,Sjoerd Haas ,Win,Leonardo Bonanomi ,Loss,Giuseppe Musicco ,Loss,Szymon Wojdat ,Loss,Mees van der Waal ,Win,Florian Temme ,Loss,Niels Hofman ,Loss,Max Marczak ,Loss,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/417,https://pokepast.es/bfb4642589f69005,3,6
special-utrecht,Oficial,Sem van Beelen,NL,Incineroar, Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Parting Shot,Fake Out,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Water,U-turn,Aqua Jet,Close Combat,Surging Strikes,Tornadus, Covert Cloak,Prankster,Steel,Tailwind,Rain Dance,Bleakwind Storm,Protect,Flutter Mane, Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Thunder,Moonblast,Amoonguss, Rocky Helmet,Regenerator,Water,Rage Powder,Spore,Protect,Pollen Puff,Archaludon,Assault Vest,Stamina,Fairy,- Electro Shot,Body Press,Flash Cannon,Draco Meteor,Joan Garcia ,Loss,Damir Pasic ,Win,Leon Ahner ,Win,Jared Bilton ,Loss,Berkin Dag ,Loss,Gauthier Clanet ,Loss,Juan Francisco Alcaraz Paterna ,Loss,Wouter Boender ,Loss,Maxime Mastromatteo ,Win,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/401,https://pokepast.es/87729aa59c10902d,3,6
special-utrecht,Oficial,Joan Wenceslao Piñol Sánchez,ES,Kingambit, Assault Vest,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Iron Head,Low Kick,Gallade, Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Wide Guard,Trick Room,Indeedee-F, Rocky Helmet,Psychic Surge,Fairy,Follow Me,Helping Hand,Trick Room,Dazzling Gleam,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Wood Hammer,Stomping Tantrum,Hatterene, Life Orb,Magic Bounce,Psychic,Expanding Force,Trick Room,Dazzling Gleam,Protect,Torkoal,Charcoal,Drought,Fire,Heat Wave,Eruption,Earth Power,Protect,Benjamin Majaura ,Win,Berkin Dag ,Loss,Graham Oxley ,Win,Jorge Marti ,Loss,Bart van Oekel ,Win,Ioannis Baziotis ,Loss,Julian Ganser ,Loss,Jack Marshall ,Loss,,,,,,,,,,,,,,,,,,,https://standings.stalruth.dev/2024/special-utrecht/masters/385,https://pokepast.es/a214ff079645b1b7,3,5
