"Pokémon","Objeto","Habilidad","Teratipo","Torneo","Nombre","cluster","Movimiento"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Joshua Denk","Pao Prio","Thunder Punch"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Joshua Denk","Pao Prio","Stomping Tantrum"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Joshua Denk","Pao Prio","Aerial Ace"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Joshua Denk","Pao Prio","Spore"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Joshua Denk","Pao Prio","Rage Powder"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Joshua Denk","Pao Prio","Grass Knot"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Joshua Denk","Pao Prio","Clear Smog"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Joshua Denk","Pao Prio","Ice Spinner"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Joshua Denk","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Joshua Denk","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Joshua Denk","Pao Prio","Protect"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Joshua Denk","Pao Prio","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Joshua Denk","Pao Prio","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Joshua Denk","Pao Prio","Horn Leech"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Joshua Denk","Pao Prio","Stomping Tantrum"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Joshua Denk","Pao Prio","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Joshua Denk","Pao Prio","Iron Head"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Joshua Denk","Pao Prio","Sucker Punch"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Joshua Denk","Pao Prio","Protect"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-charlotte","Joshua Denk","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-charlotte","Joshua Denk","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-charlotte","Joshua Denk","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-charlotte","Joshua Denk","Pao Prio","U-turn"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Kian Campbell","Pao Prio","Aerial Ace"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Kian Campbell","Pao Prio","Extreme Speed"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Kian Campbell","Pao Prio","Thunder Punch"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Kian Campbell","Pao Prio","Stomping Tantrum"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Kian Campbell","Pao Prio","Rage Powder"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Kian Campbell","Pao Prio","Pollen Puff"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Kian Campbell","Pao Prio","Protect"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Kian Campbell","Pao Prio","Spore"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","regional-portland","Kian Campbell","Pao Prio","Dazzling Gleam"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","regional-portland","Kian Campbell","Pao Prio","Protect"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","regional-portland","Kian Campbell","Pao Prio","Moonblast"
"Flutter Mane","Booster Energy","Protosynthesis","Fairy","regional-portland","Kian Campbell","Pao Prio","Shadow Ball"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Kian Campbell","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Kian Campbell","Pao Prio","Ice Spinner"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Kian Campbell","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Kian Campbell","Pao Prio","Sucker Punch"
"Entei","Life Orb","Inner Focus","Grass","regional-portland","Kian Campbell","Pao Prio","Stomping Tantrum"
"Entei","Life Orb","Inner Focus","Grass","regional-portland","Kian Campbell","Pao Prio","Sacred Fire"
"Entei","Life Orb","Inner Focus","Grass","regional-portland","Kian Campbell","Pao Prio","Protect"
"Entei","Life Orb","Inner Focus","Grass","regional-portland","Kian Campbell","Pao Prio","Extreme Speed"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-portland","Kian Campbell","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-portland","Kian Campbell","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-portland","Kian Campbell","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Poison","regional-portland","Kian Campbell","Pao Prio","U-turn"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-portland","Luca Paz","Pao Prio","Sacred Fire"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-portland","Luca Paz","Pao Prio","Extreme Speed"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-portland","Luca Paz","Pao Prio","Stomping Tantrum"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-portland","Luca Paz","Pao Prio","Protect"
"Rillaboom","Assault Vest","Grassy Surge","Grass","regional-portland","Luca Paz","Pao Prio","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Grass","regional-portland","Luca Paz","Pao Prio","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Grass","regional-portland","Luca Paz","Pao Prio","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Grass","regional-portland","Luca Paz","Pao Prio","U-turn"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Luca Paz","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Luca Paz","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Luca Paz","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Luca Paz","Pao Prio","Protect"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Luca Paz","Pao Prio","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Luca Paz","Pao Prio","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Luca Paz","Pao Prio","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Luca Paz","Pao Prio","Misty Terrain"
"Gyarados","Aguav Berry","Intimidate","Ghost","regional-portland","Luca Paz","Pao Prio","Waterfall"
"Gyarados","Aguav Berry","Intimidate","Ghost","regional-portland","Luca Paz","Pao Prio","Thunder Wave"
"Gyarados","Aguav Berry","Intimidate","Ghost","regional-portland","Luca Paz","Pao Prio","Taunt"
"Gyarados","Aguav Berry","Intimidate","Ghost","regional-portland","Luca Paz","Pao Prio","Helping Hand"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Luca Paz","Pao Prio","Thunderclap"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Luca Paz","Pao Prio","Calm Mind"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Luca Paz","Pao Prio","Dragon Pulse"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Luca Paz","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Michael cento","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Michael cento","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Michael cento","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Michael cento","Pao Prio","Sucker Punch"
"Entei","Assault Vest","Inner Focus","Fairy","regional-portland","Michael cento","Pao Prio","Sacred Fire"
"Entei","Assault Vest","Inner Focus","Fairy","regional-portland","Michael cento","Pao Prio","Extreme Speed"
"Entei","Assault Vest","Inner Focus","Fairy","regional-portland","Michael cento","Pao Prio","Stomping Tantrum"
"Entei","Assault Vest","Inner Focus","Fairy","regional-portland","Michael cento","Pao Prio","Snarl"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-portland","Michael cento","Pao Prio","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-portland","Michael cento","Pao Prio","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-portland","Michael cento","Pao Prio","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-portland","Michael cento","Pao Prio","Spiky Shield"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","regional-portland","Michael cento","Pao Prio","Wood Hammer"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","regional-portland","Michael cento","Pao Prio","Grassy Glide"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","regional-portland","Michael cento","Pao Prio","High Horsepower"
"Rillaboom","Meadow Plate","Grassy Surge","Grass","regional-portland","Michael cento","Pao Prio","Fake Out"
"Landorus-Therian","Choice Scarf","Intimidate","Flying","regional-portland","Michael cento","Pao Prio","Rock Tomb"
"Landorus-Therian","Choice Scarf","Intimidate","Flying","regional-portland","Michael cento","Pao Prio","Stomping Tantrum"
"Landorus-Therian","Choice Scarf","Intimidate","Flying","regional-portland","Michael cento","Pao Prio","U-turn"
"Landorus-Therian","Choice Scarf","Intimidate","Flying","regional-portland","Michael cento","Pao Prio","Tera Blast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Michael cento","Pao Prio","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Michael cento","Pao Prio","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Michael cento","Pao Prio","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Michael cento","Pao Prio","Perish Song"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Riley Factura","Pao Prio","Sucker Punch"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Riley Factura","Pao Prio","Iron Head"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Riley Factura","Pao Prio","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Dragon","regional-charlotte","Riley Factura","Pao Prio","Protect"
"Kingambit","Black Glasses","Defiant","Dragon","regional-portland","Riley Factura","Pao Prio","Sucker Punch"
"Kingambit","Black Glasses","Defiant","Dragon","regional-portland","Riley Factura","Pao Prio","Iron Head"
"Kingambit","Black Glasses","Defiant","Dragon","regional-portland","Riley Factura","Pao Prio","Kowtow Cleave"
"Kingambit","Black Glasses","Defiant","Dragon","regional-portland","Riley Factura","Pao Prio","Protect"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Riley Factura","Pao Prio","Spore"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Riley Factura","Pao Prio","Clear Smog"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Riley Factura","Pao Prio","Grass Knot"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-charlotte","Riley Factura","Pao Prio","Rage Powder"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Riley Factura","Pao Prio","Spore"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Riley Factura","Pao Prio","Clear Smog"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Riley Factura","Pao Prio","Grass Knot"
"Amoonguss","Sitrus Berry","Regenerator","Water","regional-portland","Riley Factura","Pao Prio","Rage Powder"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-charlotte","Riley Factura","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-charlotte","Riley Factura","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-charlotte","Riley Factura","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-charlotte","Riley Factura","Pao Prio","U-turn"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-portland","Riley Factura","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-portland","Riley Factura","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-portland","Riley Factura","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Ghost","regional-portland","Riley Factura","Pao Prio","U-turn"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Riley Factura","Pao Prio","Extreme Speed"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Riley Factura","Pao Prio","Aerial Ace"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Riley Factura","Pao Prio","Stomping Tantrum"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-charlotte","Riley Factura","Pao Prio","Thunder Punch"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Riley Factura","Pao Prio","Extreme Speed"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Riley Factura","Pao Prio","Aerial Ace"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Riley Factura","Pao Prio","Stomping Tantrum"
"Dragonite","Assault Vest","Inner Focus","Normal","regional-portland","Riley Factura","Pao Prio","Thunder Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Riley Factura","Pao Prio","Ice Spinner"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Riley Factura","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Riley Factura","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-charlotte","Riley Factura","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Riley Factura","Pao Prio","Ice Spinner"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Riley Factura","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Riley Factura","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-portland","Riley Factura","Pao Prio","Sucker Punch"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Riley Factura","Pao Prio","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Riley Factura","Pao Prio","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Riley Factura","Pao Prio","Horn Leech"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-charlotte","Riley Factura","Pao Prio","Stomping Tantrum"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-portland","Riley Factura","Pao Prio","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-portland","Riley Factura","Pao Prio","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-portland","Riley Factura","Pao Prio","Horn Leech"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-portland","Riley Factura","Pao Prio","Stomping Tantrum"
"Raging Bolt","Safety Goggles","Protosynthesis","Stellar","regional-dortmund","Sergio Ramirez","Pao Prio","Protect"
"Raging Bolt","Safety Goggles","Protosynthesis","Stellar","regional-dortmund","Sergio Ramirez","Pao Prio","Draco Meteor"
"Raging Bolt","Safety Goggles","Protosynthesis","Stellar","regional-dortmund","Sergio Ramirez","Pao Prio","Thunderclap"
"Raging Bolt","Safety Goggles","Protosynthesis","Stellar","regional-dortmund","Sergio Ramirez","Pao Prio","Thunderbolt"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Spiky Shield"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Grassy Glide"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Ivy Cudgel"
"Ogerpon-Hearthflame","Hearthflame Mask","Mold Breaker","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Follow Me"
"Dragonite","Choice Band","Inner Focus","Normal","regional-dortmund","Sergio Ramirez","Pao Prio","Extreme Speed"
"Dragonite","Choice Band","Inner Focus","Normal","regional-dortmund","Sergio Ramirez","Pao Prio","Outrage"
"Dragonite","Choice Band","Inner Focus","Normal","regional-dortmund","Sergio Ramirez","Pao Prio","Stomping Tantrum"
"Dragonite","Choice Band","Inner Focus","Normal","regional-dortmund","Sergio Ramirez","Pao Prio","Aerial Ace"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-dortmund","Sergio Ramirez","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-dortmund","Sergio Ramirez","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-dortmund","Sergio Ramirez","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-dortmund","Sergio Ramirez","Pao Prio","Sacred Sword"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Sergio Ramirez","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Sergio Ramirez","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Sergio Ramirez","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-dortmund","Sergio Ramirez","Pao Prio","U-turn"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","U-turn"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-dortmund","Sergio Ramirez","Pao Prio","Fake Out"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-melbourne","Toby Kongmun","Pao Prio","Thunderbolt"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-melbourne","Toby Kongmun","Pao Prio","Thunderclap"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-melbourne","Toby Kongmun","Pao Prio","Draco Meteor"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-melbourne","Toby Kongmun","Pao Prio","Protect"
"Entei","Sitrus Berry","Inner Focus","Grass","regional-melbourne","Toby Kongmun","Pao Prio","Sacred Fire"
"Entei","Sitrus Berry","Inner Focus","Grass","regional-melbourne","Toby Kongmun","Pao Prio","Extreme Speed"
"Entei","Sitrus Berry","Inner Focus","Grass","regional-melbourne","Toby Kongmun","Pao Prio","Stomping Tantrum"
"Entei","Sitrus Berry","Inner Focus","Grass","regional-melbourne","Toby Kongmun","Pao Prio","Protect"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Toby Kongmun","Pao Prio","Ivy Cudgel"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Toby Kongmun","Pao Prio","Horn Leech"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Toby Kongmun","Pao Prio","Follow Me"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-melbourne","Toby Kongmun","Pao Prio","Spiky Shield"
"Gholdengo","Iron Plate","Good as Gold","Steel","regional-melbourne","Toby Kongmun","Pao Prio","Make It Rain"
"Gholdengo","Iron Plate","Good as Gold","Steel","regional-melbourne","Toby Kongmun","Pao Prio","Shadow Ball"
"Gholdengo","Iron Plate","Good as Gold","Steel","regional-melbourne","Toby Kongmun","Pao Prio","Nasty Plot"
"Gholdengo","Iron Plate","Good as Gold","Steel","regional-melbourne","Toby Kongmun","Pao Prio","Protect"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-melbourne","Toby Kongmun","Pao Prio","Fake Out"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-melbourne","Toby Kongmun","Pao Prio","Wood Hammer"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-melbourne","Toby Kongmun","Pao Prio","Grassy Glide"
"Rillaboom","Assault Vest","Grassy Surge","Fire","regional-melbourne","Toby Kongmun","Pao Prio","High Horsepower"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Toby Kongmun","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Toby Kongmun","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Toby Kongmun","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Ghost","regional-melbourne","Toby Kongmun","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Zhe Zhang","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Zhe Zhang","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Zhe Zhang","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-portland","Zhe Zhang","Pao Prio","Protect"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-charlotte","Zhe Zhang","Pao Prio","Icicle Crash"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-charlotte","Zhe Zhang","Pao Prio","Sucker Punch"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-charlotte","Zhe Zhang","Pao Prio","Sacred Sword"
"Chien-Pao","Focus Sash","Sword of Ruin","Stellar","regional-charlotte","Zhe Zhang","Pao Prio","Protect"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Zhe Zhang","Pao Prio","Thunderclap"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Zhe Zhang","Pao Prio","Protect"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Zhe Zhang","Pao Prio","Thunderbolt"
"Raging Bolt","Booster Energy","Protosynthesis","Grass","regional-portland","Zhe Zhang","Pao Prio","Draco Meteor"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Zhe Zhang","Pao Prio","Protect"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Zhe Zhang","Pao Prio","Nasty Plot"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Zhe Zhang","Pao Prio","Shadow Ball"
"Gholdengo","Metal Coat","Good as Gold","Steel","regional-charlotte","Zhe Zhang","Pao Prio","Make It Rain"
"Rillaboom","Miracle Seed","Grassy Surge","Poison","regional-portland","Zhe Zhang","Pao Prio","Grassy Glide"
"Rillaboom","Miracle Seed","Grassy Surge","Poison","regional-portland","Zhe Zhang","Pao Prio","Fake Out"
"Rillaboom","Miracle Seed","Grassy Surge","Poison","regional-portland","Zhe Zhang","Pao Prio","High Horsepower"
"Rillaboom","Miracle Seed","Grassy Surge","Poison","regional-portland","Zhe Zhang","Pao Prio","Wood Hammer"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-charlotte","Zhe Zhang","Pao Prio","Thunderclap"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-charlotte","Zhe Zhang","Pao Prio","Protect"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-charlotte","Zhe Zhang","Pao Prio","Thunderbolt"
"Raging Bolt","Booster Energy","Protosynthesis","Electric","regional-charlotte","Zhe Zhang","Pao Prio","Draco Meteor"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Zhe Zhang","Pao Prio","Moonblast"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Zhe Zhang","Pao Prio","Dazzling Gleam"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Zhe Zhang","Pao Prio","Shadow Ball"
"Flutter Mane","Choice Specs","Protosynthesis","Fairy","regional-portland","Zhe Zhang","Pao Prio","Icy Wind"
"Rillaboom","Miracle Seed","Grassy Surge","Fire","regional-charlotte","Zhe Zhang","Pao Prio","Grassy Glide"
"Rillaboom","Miracle Seed","Grassy Surge","Fire","regional-charlotte","Zhe Zhang","Pao Prio","Fake Out"
"Rillaboom","Miracle Seed","Grassy Surge","Fire","regional-charlotte","Zhe Zhang","Pao Prio","High Horsepower"
"Rillaboom","Miracle Seed","Grassy Surge","Fire","regional-charlotte","Zhe Zhang","Pao Prio","Wood Hammer"
"Entei","Assault Vest","Inner Focus","Normal","regional-portland","Zhe Zhang","Pao Prio","Sacred Fire"
"Entei","Assault Vest","Inner Focus","Normal","regional-portland","Zhe Zhang","Pao Prio","Extreme Speed"
"Entei","Assault Vest","Inner Focus","Normal","regional-portland","Zhe Zhang","Pao Prio","Stomping Tantrum"
"Entei","Assault Vest","Inner Focus","Normal","regional-portland","Zhe Zhang","Pao Prio","Snarl"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-charlotte","Zhe Zhang","Pao Prio","Sacred Fire"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-charlotte","Zhe Zhang","Pao Prio","Extreme Speed"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-charlotte","Zhe Zhang","Pao Prio","Stomping Tantrum"
"Entei","Sitrus Berry","Inner Focus","Normal","regional-charlotte","Zhe Zhang","Pao Prio","Protect"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-portland","Zhe Zhang","Pao Prio","Surging Strikes"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-portland","Zhe Zhang","Pao Prio","Close Combat"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-portland","Zhe Zhang","Pao Prio","Aqua Jet"
"Urshifu-Rapid-Strike","Choice Scarf","Unseen Fist","Water","regional-portland","Zhe Zhang","Pao Prio","U-turn"
"Ogerpon-Wellspring","Wellspring Mask","Water Absorb","Water","regional-charlotte","Zhe Zhang","Pao Prio","Spiky Shield"
